"seqnames","start","end","width","strand","category","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","SYMBOL"
"chr21",10704419,10710313,5895,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",182836,"TPTE"
"chr21",10718677,10719412,736,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",197094,"TPTE"
"chr21",10721985,10724618,2634,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",200402,"TPTE"
"chr21",10724770,10726249,1480,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",203187,"TPTE"
"chr21",10726541,10727701,1161,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",204958,"TPTE"
"chr21",10728372,10728715,344,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",206789,"TPTE"
"chr21",10728960,10729332,373,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",207377,"TPTE"
"chr21",10729820,10731002,1183,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",208237,"TPTE"
"chr21",10734159,10735019,861,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",212576,"TPTE"
"chr21",10736535,10737281,747,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",214952,"TPTE"
"chr21",10737742,10738492,751,"*","TES_Unique","Distal Intergenic",21,10521583,10605716,84134,1,"7179","ENST00000618007.5",216159,"TPTE"
"chr21",14591797,14592098,302,"*","TES_Unique","Exon (ENST00000435732.5/64092, exon 7 of 7)",21,14485229,14583402,98174,2,"64092","ENST00000285670.7",-8395,"SAMSN1"
"chr21",14877560,14878004,445,"*","TES_Unique","Intron (ENST00000625278.3/107987295, intron 1 of 3)",21,14837182,14881910,44729,2,"107987295","ENST00000412426.5",3906,"ASMER1"
"chr21",14889248,14889643,396,"*","TES_Unique","Intron (ENST00000625278.3/107987295, intron 1 of 3)",21,14852971,14882014,29044,2,"107987295","ENST00000715457.1",-7234,"ASMER1"
"chr21",14942831,14943055,225,"*","TES_Unique","Intron (ENST00000430391.1/ENST00000430391.1, intron 1 of 1)",21,14822688,14927515,104828,2,"107987295","ENST00000715452.1",-15316,"ASMER1"
"chr21",14995978,14996396,419,"*","TES_Unique","Intron (ENST00000432230.6/107987295, intron 1 of 3)",21,14967996,15002368,34373,2,"8204","ENST00000411932.1",5972,"NRIP1"
"chr21",15081518,15081918,401,"*","TES_Unique","Distal Intergenic",21,15067070,15067837,768,1,"121832815","ENST00000449746.1",14448,"LINC02920"
"chr21",15119181,15119444,264,"*","TES_Unique","Intron (ENST00000674143.1/107985483, intron 2 of 4)",21,15102313,15138649,36337,2,"107985483","ENST00000674143.1",19205,"LOC107985483"
"chr21",15121725,15122018,294,"*","TES_Unique","Intron (ENST00000674143.1/107985483, intron 2 of 4)",21,15102313,15138649,36337,2,"107985483","ENST00000674143.1",16631,"LOC107985483"
"chr21",15136339,15136621,283,"*","TES_Unique","Intron (ENST00000674143.1/107985483, intron 1 of 4)",21,15102313,15138649,36337,2,"107985483","ENST00000674143.1",2028,"LOC107985483"
"chr21",15210253,15210472,220,"*","TES_Unique","Intron (ENST00000673983.1/ENST00000673983.1, intron 2 of 4)",21,15102313,15138649,36337,2,"107985483","ENST00000674143.1",-71604,"LOC107985483"
"chr21",15224447,15224722,276,"*","TES_Unique","Distal Intergenic",21,15263421,15283727,20307,2,"105369292","ENST00000673790.1",59005,"LOC105369292"
"chr21",15246061,15246804,744,"*","TES_Unique","Distal Intergenic",21,15263421,15283727,20307,2,"105369292","ENST00000673790.1",36923,"LOC105369292"
"chr21",15301661,15302033,373,"*","TES_Unique","Distal Intergenic",21,15263421,15283727,20307,2,"105369292","ENST00000673790.1",-17934,"LOC105369292"
"chr21",15363840,15364232,393,"*","TES_Unique","Distal Intergenic",21,15369422,15390713,21292,2,"101927745","ENST00000666351.1",26481,"LOC101927745"
"chr21",15422821,15423211,391,"*","TES_Unique","Intron (ENST00000634642.1/101927745, intron 1 of 6)",21,15370534,15403870,33337,2,"101927745","ENST00000449602.2",-18951,"LOC101927745"
"chr21",15437987,15438247,261,"*","TES_Unique","Intron (ENST00000634642.1/101927745, intron 1 of 6)",21,15370500,15444366,73867,2,"101927745","ENST00000634642.1",6119,"LOC101927745"
"chr21",15444355,15444641,287,"*","TES_Unique","Promoter (<=1kb)",21,15370500,15444366,73867,2,"101927745","ENST00000634642.1",0,"LOC101927745"
"chr21",15706782,15707065,284,"*","TES_Unique","Distal Intergenic",21,15729982,15880064,150083,1,"29761","ENST00000400183.7",-22917,"USP25"
"chr21",15741534,15741772,239,"*","TES_Unique","Intron (ENST00000400183.7/29761, intron 1 of 25)",21,15730025,15880058,150034,1,"29761","ENST00000285681.6",11509,"USP25"
"chr21",15943224,15943684,461,"*","TES_Unique","Intron (ENST00000635845.2/388815, intron 1 of 5)",21,15928474,16071527,143054,1,"388815","ENST00000666465.1",14750,"MIR99AHG"
"chr21",16039850,16040281,432,"*","TES_Unique","Promoter (<=1kb)",21,16041084,16231115,190032,1,"388815","ENST00000697973.1",-803,"MIR99AHG"
"chr21",16070273,16070652,380,"*","TES_Unique","Promoter (<=1kb)",21,16070488,16610766,540279,1,"388815","ENST00000660908.2",0,"MIR99AHG"
"chr21",16071127,16071427,301,"*","TES_Unique","Promoter (<=1kb)",21,16071166,16607141,535976,1,"388815","ENST00000456342.6",0,"MIR99AHG"
"chr21",16077617,16077879,263,"*","TES_Unique","Intron (ENST00000635845.2/388815, intron 2 of 5)",21,16074035,16488317,414283,1,"388815","ENST00000697820.1",3582,"MIR99AHG"
"chr21",16124367,16124748,382,"*","TES_Unique","Promoter (<=1kb)",21,16124759,16488336,363578,1,"388815","ENST00000697872.1",-11,"MIR99AHG"
"chr21",16169235,16169471,237,"*","TES_Unique","Intron (ENST00000635845.2/388815, intron 2 of 5)",21,16180045,16488317,308273,1,"388815","ENST00000697873.1",-10574,"MIR99AHG"
"chr21",16171072,16171478,407,"*","TES_Unique","Intron (ENST00000635845.2/388815, intron 2 of 5)",21,16180045,16488317,308273,1,"388815","ENST00000697873.1",-8567,"MIR99AHG"
"chr21",16193016,16193204,189,"*","TES_Unique","Promoter (<=1kb)",21,16194161,16488360,294200,1,"388815","ENST00000670045.1",-957,"MIR99AHG"
"chr21",16194129,16194458,330,"*","TES_Unique","Promoter (<=1kb)",21,16194161,16488360,294200,1,"388815","ENST00000670045.1",0,"MIR99AHG"
"chr21",16196188,16196736,549,"*","TES_Unique","Promoter (1-2kb)",21,16195104,16488336,293233,1,"388815","ENST00000697875.1",1084,"MIR99AHG"
"chr21",16288080,16288483,404,"*","TES_Unique","Intron (ENST00000635845.2/388815, intron 4 of 5)",21,16291337,16488336,197000,1,"388815","ENST00000697950.1",-2854,"MIR99AHG"
"chr21",16302886,16303218,333,"*","TES_Unique","Intron (ENST00000635845.2/388815, intron 4 of 5)",21,16309457,16537720,228264,1,"388815","ENST00000697823.1",-6239,"MIR99AHG"
"chr21",16308280,16308577,298,"*","TES_Unique","Promoter (<=1kb)",21,16309457,16537720,228264,1,"388815","ENST00000697823.1",-880,"MIR99AHG"
"chr21",16377220,16377511,292,"*","TES_Unique","Intron (ENST00000635845.2/388815, intron 4 of 5)",21,16391614,16543360,151747,1,"388815","ENST00000698003.1",-14103,"MIR99AHG"
"chr21",16419247,16419567,321,"*","TES_Unique","Promoter (<=1kb)",21,16419328,16640637,221310,1,"388815","ENST00000663412.1",0,"MIR99AHG"
"chr21",16424463,16424750,288,"*","TES_Unique","Intron (ENST00000635845.2/388815, intron 5 of 5)",21,16420576,16610776,190201,1,"388815","ENST00000657520.2",3887,"MIR99AHG"
"chr21",16514413,16514664,252,"*","TES_Unique","Intron (ENST00000698000.1/388815, intron 13 of 13)",21,16521799,16537720,15922,1,"388815","ENST00000698168.1",-7135,"MIR99AHG"
"chr21",16569765,16570030,266,"*","TES_Unique","Intron (ENST00000653129.1/388815, intron 8 of 10)",21,16588580,16592160,3581,1,"388815","ENST00000659483.2",-18550,"MIR99AHG"
"chr21",16586204,16586431,228,"*","TES_Unique","Intron (ENST00000653129.1/388815, intron 8 of 10)",21,16588580,16592160,3581,1,"388815","ENST00000659483.2",-2149,"MIR99AHG"
"chr21",16587209,16587579,371,"*","TES_Unique","Promoter (1-2kb)",21,16588580,16592160,3581,1,"388815","ENST00000659483.2",-1001,"MIR99AHG"
"chr21",16620104,16620349,246,"*","TES_Unique","Exon (ENST00000670538.1/388815, exon 7 of 7)",21,16627323,16642123,14801,1,"388815","ENST00000669034.1",-6974,"MIR99AHG"
"chr21",16742234,16742503,270,"*","TES_Unique","Distal Intergenic",21,16627499,16645467,17969,1,"388815","ENST00000660794.1",114735,"MIR99AHG"
"chr21",16751809,16752333,525,"*","TES_Unique","Distal Intergenic",21,16627499,16645467,17969,1,"388815","ENST00000660794.1",124310,"MIR99AHG"
"chr21",16795044,16795207,164,"*","TES_Unique","Intron (ENST00000444868.2/ENST00000444868.2, intron 1 of 2)",21,16627499,16645467,17969,1,"388815","ENST00000660794.1",167545,"MIR99AHG"
"chr21",16840776,16841099,324,"*","TES_Unique","Distal Intergenic",21,16627499,16645467,17969,1,"388815","ENST00000660794.1",213277,"MIR99AHG"
"chr21",16976250,16976588,339,"*","TES_Unique","Distal Intergenic",21,16627499,16645467,17969,1,"388815","ENST00000660794.1",348751,"MIR99AHG"
"chr21",16999704,17000103,400,"*","TES_Unique","Distal Intergenic",21,16627499,16645467,17969,1,"388815","ENST00000660794.1",372205,"MIR99AHG"
"chr21",17089113,17089550,438,"*","TES_Unique","Distal Intergenic",21,17438821,17450104,11284,1,"100505929","ENST00000440664.6",-349271,"LINC01549"
"chr21",17130797,17131545,749,"*","TES_Unique","Distal Intergenic",21,17438821,17450104,11284,1,"100505929","ENST00000440664.6",-307276,"LINC01549"
"chr21",17139244,17139446,203,"*","TES_Unique","Distal Intergenic",21,17438821,17450104,11284,1,"100505929","ENST00000440664.6",-299375,"LINC01549"
"chr21",17189180,17190163,984,"*","TES_Unique","Distal Intergenic",21,17438821,17450104,11284,1,"100505929","ENST00000440664.6",-248658,"LINC01549"
"chr21",17191290,17191843,554,"*","TES_Unique","Distal Intergenic",21,17438821,17450104,11284,1,"100505929","ENST00000440664.6",-246978,"LINC01549"
"chr21",17198065,17198721,657,"*","TES_Unique","Distal Intergenic",21,17438821,17450104,11284,1,"100505929","ENST00000440664.6",-240100,"LINC01549"
"chr21",17441431,17441692,262,"*","TES_Unique","Promoter (<=1kb)",21,17441781,17448908,7128,1,"100505929","ENST00000613691.1",-89,"LINC01549"
"chr21",17463550,17463785,236,"*","TES_Unique","Distal Intergenic",21,17441781,17448908,7128,1,"100505929","ENST00000613691.1",21769,"LINC01549"
"chr21",17492114,17492560,447,"*","TES_Unique","Distal Intergenic",21,17513043,17570100,57058,1,"1525","ENST00000284878.12",-20483,"CXADR"
"chr21",17743319,17743510,192,"*","TES_Unique","Distal Intergenic",21,17777404,17792509,15106,2,"246312","ENST00000430401.5",48999,"C21orf91-OT1"
"chr21",17848412,17848623,212,"*","TES_Unique","Intron (ENST00000447175.1/54075, intron 1 of 2)",21,17793247,17819386,26140,2,"54149","ENST00000400558.7",-29026,"C21orf91"
"chr21",22536458,22536663,206,"*","TES_Unique","Distal Intergenic",21,22209939,22420819,210881,1,"107985508","ENST00000444130.1",326519,"LOC107985508"
"chr21",24045892,24046118,227,"*","TES_Unique","Intron (ENST00000434859.1/ENST00000434859.1, intron 1 of 1)",21,23857081,23889150,32070,1,"105372750","ENST00000661152.1",188811,"LOC105372750"
"chr21",25307567,25307831,265,"*","TES_Unique","Intron (ENST00000409758.1/ENST00000409758.1, intron 1 of 3)",21,25385402,25399363,13962,2,"54072","ENST00000664370.1",91532,"LINC00158"
"chr21",25813835,25814225,391,"*","TES_Unique","Distal Intergenic",21,25724480,25735673,11194,2,"522","ENST00000400093.3",-78162,"ATP5PF"
"chr21",25837643,25838133,491,"*","TES_Unique","Distal Intergenic",21,25881514,25897983,16470,2,"351","ENST00000464867.1",59850,"APP"
"chr21",26093218,26093505,288,"*","TES_Unique","Intron (ENST00000707132.1/351, intron 3 of 16)",21,25945524,26090061,144538,2,"351","ENST00000448850.5",-3157,"APP"
"chr21",26105694,26106075,382,"*","TES_Unique","Intron (ENST00000707132.1/351, intron 3 of 16)",21,26089511,26112083,22573,2,"351","ENST00000462267.1",6008,"APP"
"chr21",26116014,26116161,148,"*","TES_Unique","Intron (ENST00000707132.1/351, intron 2 of 16)",21,26089511,26112083,22573,2,"351","ENST00000462267.1",-3931,"APP"
"chr21",26140209,26140584,376,"*","TES_Unique","Promoter (<=1kb)",21,25881331,26140460,259130,2,"351","ENST00000440126.7",0,"APP"
"chr21",26153863,26154296,434,"*","TES_Unique","Intron (ENST00000707132.1/351, intron 1 of 16)",21,25881331,26140460,259130,2,"351","ENST00000440126.7",-13403,"APP"
"chr21",26177233,26177604,372,"*","TES_Unique","Intron (ENST00000608591.5/118568803, intron 1 of 2)",21,25880551,26171128,290578,2,"351","ENST00000359726.7",-6105,"APP"
"chr21",26384915,26385106,192,"*","TES_Unique","Intron (ENST00000429340.1/107985474, intron 2 of 5)",21,26390136,26471698,81563,1,"107985474","ENST00000421771.1",-5030,"LOC107985474"
"chr21",26385848,26386235,388,"*","TES_Unique","Intron (ENST00000429340.1/107985474, intron 2 of 5)",21,26390136,26471698,81563,1,"107985474","ENST00000421771.1",-3901,"LOC107985474"
"chr21",26513266,26513585,320,"*","TES_Unique","Intron (ENST00000414486.5/100996571, intron 3 of 3)",21,26477971,26573176,95206,2,"116159","ENST00000400043.3",59591,"CYYR1"
"chr21",27190645,27190968,324,"*","TES_Unique","Distal Intergenic",21,26917922,26967088,49167,2,"11096","ENST00000284987.6",-223557,"ADAMTS5"
"chr21",27219132,27219410,279,"*","TES_Unique","Distal Intergenic",21,27358885,27448579,89695,2,"105372762","ENST00000420186.2",229169,"LOC105372762"
"chr21",27928754,27928939,186,"*","TES_Unique","Distal Intergenic",21,28013363,28023233,9871,1,"246705","ENST00000324988.3",-84424,"LINC00314"
"chr21",29181977,29182427,451,"*","TES_Unique","Promoter (1-2kb)",21,29180425,29180639,215,2,"124905065","ENST00000391177.2",-1338,"LOC124905065"
"chr21",29423014,29423380,367,"*","TES_Unique","Intron (ENST00000422809.5/571, intron 2 of 4)",21,29370947,29373709,2763,1,"100874322","ENST00000436529.2",52067,"BACH1-IT2"
"chr21",29476792,29477065,274,"*","TES_Unique","Intron (ENST00000422809.5/571, intron 2 of 4)",21,29496047,29500386,4340,1,"54147","ENST00000429843.1",-18982,"BACH1-IT3"
"chr21",30206992,30207319,328,"*","TES_Unique","Distal Intergenic",21,30209151,30211783,2633,2,"266919","ENST00000451410.1",4464,"LINC00307"
"chr21",30227726,30228020,295,"*","TES_Unique","Distal Intergenic",21,30214006,30216097,2092,2,"9073","ENST00000399899.2",-11629,"CLDN8"
"chr21",30497473,30497935,463,"*","TES_Unique","Promoter (<=1kb)",21,30496824,30497165,342,2,"337971","ENST00000334058.3",-308,"KRTAP19-4"
"chr21",30606161,30606334,174,"*","TES_Unique","Distal Intergenic",21,30601087,30601382,296,1,"337979","ENST00000334680.3",5074,"KRTAP22-1"
"chr21",30769758,30770358,601,"*","TES_Unique","Distal Intergenic",21,30755015,30755428,414,2,"337977","ENST00000335093.5",-14330,"KRTAP21-1"
"chr21",31203400,31203889,490,"*","TES_Unique","Intron (ENST00000286827.7/7074, intron 12 of 28)",21,31118458,31160909,42452,2,"7074","ENST00000636887.1",-42491,"TIAM1"
"chr21",31366861,31367541,681,"*","TES_Unique","Intron (ENST00000286827.7/7074, intron 2 of 28)",21,31118448,31344302,225855,2,"7074","ENST00000698169.1",-22559,"TIAM1"
"chr21",32478692,32478992,301,"*","TES_Unique","Intron (ENST00000459833.5/59271, intron 3 of 4)",21,32493653,32514880,21228,1,"59271","ENST00000496615.5",-14661,"EVA1C"
"chr21",32553835,32554040,206,"*","TES_Unique","Intron (ENST00000673740.1/110091775, intron 6 of 8)",21,32527574,32573907,46334,2,"110091775","ENST00000674032.1",19867,"CFAP298-TCP10L"
"chr21",32565755,32566183,429,"*","TES_Unique","3' UTR",21,32527574,32573907,46334,2,"110091775","ENST00000674032.1",7724,"CFAP298-TCP10L"
"chr21",33622033,33622440,408,"*","TES_Unique","Promoter (<=1kb)",21,33595131,33622042,26912,2,"9946","ENST00000440526.5",0,"CRYZL1"
"chr21",33683395,33683624,230,"*","TES_Unique","Intron (ENST00000399353.5/6453, intron 1 of 28)",21,33718797,33772282,53486,1,"6453","ENST00000381283.7",-35173,"ITSN1"
"chr21",33768973,33769243,271,"*","TES_Unique","Intron (ENST00000399353.5/6453, intron 11 of 28)",21,33774363,33775079,717,1,"6453","ENST00000474132.1",-5120,"ITSN1"
"chr21",33801758,33801934,177,"*","TES_Unique","Promoter (1-2kb)",21,33799923,33817736,17814,1,"6453","ENST00000440794.2",1835,"ITSN1"
"chr21",33818055,33818263,209,"*","TES_Unique","Promoter (<=1kb)",21,33818026,33829029,11004,1,"6453","ENST00000487427.5",29,"ITSN1"
"chr21",33884139,33884748,610,"*","TES_Unique","Intron (ENST00000381285.8/6453, intron 34 of 37)",21,33875360,33886354,10995,1,"6453","ENST00000415023.1",8779,"ITSN1"
"chr21",34022877,34023145,269,"*","TES_Unique","Distal Intergenic",21,34073224,34143034,69811,1,"64968","ENST00000488492.5",-50079,"MRPS6"
"chr21",34027863,34028394,532,"*","TES_Unique","Distal Intergenic",21,34073224,34143034,69811,1,"64968","ENST00000488492.5",-44830,"MRPS6"
"chr21",34111884,34112142,259,"*","TES_Unique","Intron (ENST00000488492.5/64968, intron 3 of 4)",21,34122174,34143034,20861,1,"64968","ENST00000483977.5",-10032,"MRPS6"
"chr21",34136411,34136605,195,"*","TES_Unique","Intron (ENST00000488492.5/64968, intron 4 of 4)",21,34123953,34143034,19082,1,"64968","ENST00000482679.1",12458,"MRPS6"
"chr21",34205952,34206511,560,"*","TES_Unique","Intron (ENST00000362077.4/64968, intron 2 of 5)",21,34185866,34188877,3012,1,"114036","ENST00000619549.1",20086,"LINC00310"
"chr21",34262373,34262695,323,"*","TES_Unique","Intron (ENST00000362077.4/64968, intron 3 of 5)",21,34185866,34188877,3012,1,"114036","ENST00000619549.1",76507,"LINC00310"
"chr21",34295742,34295996,255,"*","TES_Unique","Intron (ENST00000362077.4/64968, intron 5 of 5)",21,34364006,34371381,7376,1,"9992","ENST00000290310.4",-68010,"KCNE2"
"chr21",34306375,34306569,195,"*","TES_Unique","Intron (ENST00000362077.4/64968, intron 5 of 5)",21,34364006,34371381,7376,1,"9992","ENST00000290310.4",-57437,"KCNE2"
"chr21",34900482,34900711,230,"*","TES_Unique","Intron (ENST00000675419.1/861, intron 2 of 8)",21,34834410,34889790,55381,2,"861","ENST00000399237.6",-10692,"RUNX1"
"chr21",34906384,34906626,243,"*","TES_Unique","Intron (ENST00000675419.1/861, intron 2 of 8)",21,34834410,34889790,55381,2,"861","ENST00000399237.6",-16594,"RUNX1"
"chr21",34989683,34989835,153,"*","TES_Unique","Intron (ENST00000675419.1/861, intron 2 of 8)",21,34892925,35049270,156346,2,"861","ENST00000416754.1",59435,"RUNX1"
"chr21",35027358,35027653,296,"*","TES_Unique","Intron (ENST00000675419.1/861, intron 2 of 8)",21,34892925,35049270,156346,2,"861","ENST00000416754.1",21617,"RUNX1"
"chr21",35048132,35048510,379,"*","TES_Unique","Promoter (<=1kb)",21,34892925,35049270,156346,2,"861","ENST00000416754.1",760,"RUNX1"
"chr21",35059740,35060069,330,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 10 of 12)",21,34787801,35049344,261544,2,"861","ENST00000300305.7",-10396,"RUNX1"
"chr21",35202994,35203637,644,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,34787801,35049344,261544,2,"861","ENST00000300305.7",-153650,"RUNX1"
"chr21",35256486,35256916,431,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,34787801,35049344,261544,2,"861","ENST00000300305.7",-207142,"RUNX1"
"chr21",35257540,35257733,194,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,35435661,35465329,29669,2,"100506403","ENST00000494829.1",207596,"LOC100506403"
"chr21",35275827,35276123,297,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,35435661,35465329,29669,2,"100506403","ENST00000494829.1",189206,"LOC100506403"
"chr21",35294425,35294840,416,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,35435661,35465329,29669,2,"100506403","ENST00000494829.1",170489,"LOC100506403"
"chr21",35306560,35306735,176,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 9 of 12)",21,35435661,35465329,29669,2,"100506403","ENST00000494829.1",158594,"LOC100506403"
"chr21",35508406,35508584,179,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 8 of 12)",21,35435661,35465329,29669,2,"100506403","ENST00000494829.1",-43077,"LOC100506403"
"chr21",35534013,35534267,255,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 8 of 12)",21,35372507,35580760,208254,2,"100506403","ENST00000467692.5",46493,"LOC100506403"
"chr21",35593664,35593982,319,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 7 of 12)",21,35372507,35580760,208254,2,"100506403","ENST00000467692.5",-12904,"LOC100506403"
"chr21",35658358,35658580,223,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 6 of 12)",21,35720715,35720808,94,1,"768219","ENST00000390235.1",-62135,"MIR802"
"chr21",35664812,35665086,275,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 6 of 12)",21,35720715,35720808,94,1,"768219","ENST00000390235.1",-55629,"MIR802"
"chr21",35738674,35739055,382,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 6 of 12)",21,35720715,35720808,94,1,"768219","ENST00000390235.1",17959,"MIR802"
"chr21",35779770,35780047,278,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 6 of 12)",21,35720715,35720808,94,1,"768219","ENST00000390235.1",59055,"MIR802"
"chr21",35797253,35798204,952,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 6 of 12)",21,35720715,35720808,94,1,"768219","ENST00000390235.1",76538,"MIR802"
"chr21",35925031,35925220,190,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 5 of 12)",21,35887195,35887807,613,1,"54036","ENST00000440405.2",37836,"PPP1R2P2"
"chr21",35925524,35925847,324,"*","TES_Unique","Intron (ENST00000475045.6/101928269, intron 5 of 12)",21,35887195,35887807,613,1,"54036","ENST00000440405.2",38329,"PPP1R2P2"
"chr21",37339001,37339300,300,"*","TES_Unique","Exon (ENST00000663813.1/ENST00000663813.1, exon 2 of 2)",21,37365573,37512054,146482,1,"1859","ENST00000646523.1",-26273,"DYRK1A"
"chr21",37381904,37382131,228,"*","TES_Unique","Intron (ENST00000646523.1/1859, intron 1 of 11)",21,37375094,37512921,137828,1,"1859","ENST00000398960.7",6810,"DYRK1A"
"chr21",37940643,37941003,361,"*","TES_Unique","Intron (ENST00000645093.1/3763, intron 2 of 4)",21,37607373,37916457,309085,2,"3763","ENST00000609713.2",-24186,"KCNJ6"
"chr21",38221631,38221841,211,"*","TES_Unique","Intron (ENST00000549158.5/3772, intron 2 of 5)",21,38229926,38235564,5639,1,"3772","ENST00000701791.1",-8085,"KCNJ15"
"chr21",38323715,38324471,757,"*","TES_Unique","Exon (ENST00000414189.5/102724678, exon 5 of 5)",21,38323635,38333364,9730,2,"102724678","ENST00000414189.5",8893,"LINC01423"
"chr21",38796488,38796669,182,"*","TES_Unique","Distal Intergenic",21,38805183,38824955,19773,1,"2114","ENST00000360214.8",-8514,"ETS2"
"chr21",38920941,38921229,289,"*","TES_Unique","Intron (ENST00000380931.6/400867, intron 2 of 3)",21,38879691,38923638,43948,2,"400867","ENST00000669345.1",2409,"ETS2-AS1"
"chr21",38926034,38926194,161,"*","TES_Unique","Promoter (<=1kb)",21,38913187,38926180,12994,2,"400867","ENST00000623098.3",0,"ETS2-AS1"
"chr21",38982131,38982370,240,"*","TES_Unique","Distal Intergenic",21,38974429,38977774,3346,2,"101928435","ENST00000433952.1",-4357,"LINC01700"
"chr21",38993679,38993934,256,"*","TES_Unique","Intron (ENST00000655642.1/102724740, intron 1 of 1)",21,38988694,39005822,17129,2,"102724740","ENST00000663162.1",11888,"LINC02940"
"chr21",39023326,39023625,300,"*","TES_Unique","Exon (ENST00000671754.1/ENST00000671754.1, exon 1 of 1)",21,39028536,39029128,593,2,"107985484","ENST00000440714.1",5503,"LINC02943"
"chr21",39070006,39070316,311,"*","TES_Unique","Distal Intergenic",21,38998651,39062894,64244,2,"102724740","ENST00000652155.1",-7112,"LINC02940"
"chr21",41707395,41707811,417,"*","TES_Unique","Distal Intergenic",21,41712157,41714055,1899,2,"150135","ENST00000457881.5",6244,"LINC00479"
"chr21",46613508,46613724,217,"*","TES_Unique","Distal Intergenic",21,46598962,46605208,6247,2,"6285","ENST00000367071.4",-8300,"S100B"
"chr22",10729656,10729991,336,"*","TES_Unique","Distal Intergenic",22,10939388,10961338,21951,2,"102723780","ENST00000635667.1",231347,"FRG1FP"
"chr22",10730152,10730366,215,"*","TES_Unique","Distal Intergenic",22,10939388,10961338,21951,2,"102723780","ENST00000635667.1",230972,"FRG1FP"
"chr22",16832293,16832814,522,"*","TES_Unique","Distal Intergenic",22,16827551,16829209,1659,1,"27437","ENST00000423928.2",4742,"HSFY1P1"
"chr22",17063477,17063851,375,"*","TES_Unique","Distal Intergenic",22,17044873,17047426,2554,1,"100130418","ENST00000636648.1",18604,"CECR7"
"chr22",17924757,17925018,262,"*","TES_Unique","Intron (ENST00000441493.7/57553, intron 1 of 31)",22,17864615,17906874,42260,2,"57553","ENST00000585038.1",-17883,"MICAL3"
"chr22",18032645,18032833,189,"*","TES_Unique","Intron (ENST00000443243.2/100192420, intron 1 of 1)",22,18029385,18037970,8586,1,"100192420","ENST00000443243.2",3260,"LINC01634"
"chr22",23527350,23527612,263,"*","TES_Unique","Distal Intergenic",22,23536881,23539480,2600,1,"124900476","ENST00000629869.1",-9269,"LOC124900476"
"chr22",24370552,24370866,315,"*","TES_Unique","Intron (ENST00000437398.5/23384, intron 13 of 15)",22,24412160,24414752,2593,1,"23384","ENST00000472799.1",-41294,"SPECC1L"
"chr22",25216855,25217147,293,"*","TES_Unique","Intron (ENST00000651629.1/1415, intron 1 of 5)",22,25219639,25231869,12231,1,"1415","ENST00000398215.3",-2492,"CRYBB2"
"chr22",25488315,25488874,560,"*","TES_Unique","Intron (ENST00000686640.2/1416, intron 4 of 4)",22,25455718,25511628,55911,1,"1416","ENST00000354451.6",32597,"CRYBB2P1"
"chr22",25546888,25547351,464,"*","TES_Unique","Distal Intergenic",22,25561124,25564150,3027,2,"100996404","ENST00000422876.1",16799,"GRK3-AS1"
"chr22",25593120,25593337,218,"*","TES_Unique","Intron (ENST00000324198.11/157, intron 1 of 20)",22,25565107,25684568,119462,1,"157","ENST00000455558.2",28013,"GRK3"
"chr22",25669782,25670311,530,"*","TES_Unique","Intron (ENST00000324198.11/157, intron 6 of 20)",22,25742144,26027766,285623,1,"84700","ENST00000536101.5",-71833,"MYO18B"
